ID,Nombre,Compañía,Monto,Estado,Creado en,Pagado en
018a7d011b47f2aefb29ef56c1c61e1e88d030bd,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,voided,2019-01-24,""
018dca7ebc1e77c1715814197d119e0d86ce30ce,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-19,""
019a10e9a39006c015b17aad54728adc6ff389ba,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-20,""
019d3aa8f88529dcb1d651750d9a7d7b1e723460,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,91.76,paid,2019-02-15,2019-02-15
01ab7027da2d70bb0842cbc6e09aca4693d8d44c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-12,""
01ade84d4640f2778dbbcaca20e7d535b7f7f6ed,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,69.95,paid,2019-03-01,2019-03-02
01cdae1d4a997948d58b839fa6c7a4597f9ae89d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,56.9,paid,2019-01-17,2019-01-18
01df07c9743c24257b7c5b8f0c3be7fc51c752dc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,75.24,paid,2019-02-18,2019-02-18
01e1c02875a4fe07886499b2c608bf91113cf247,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,110.64,paid,2019-01-14,2019-01-14
02032b4df9f02d033e784d540f329b827d0d5a63,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,58.29,voided,2019-03-03,""
020e6da3fb67fc9597a40cd44b2eab669552a5e1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-23,""
0211d576495873f21a40ea8478a08156a7a9eed9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,110.58,paid,2019-03-31,2019-03-31
021d62732f5ab9e6f42f53ed4307f7779caeae15,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-15,""
0227e8f2337aeb7c2c64c4d651cd39dc9aaf1f37,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,96.27,paid,2019-05-17,2019-05-17
022cb1858bf3fe75026a0e9a1ebe44f1115bcf5b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,187.84,paid,2019-04-03,2019-04-03
0232f08d7265085494b947b5f737897ea114ff19,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-01,""
02359490713cb6d031068045e1b13adc8aba6f79,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,33.0,paid,2019-02-08,2019-02-09
0240af2f19b420e7b2e38d871e587ab05fc46dfa,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,89.35,paid,2019-04-03,2019-04-03
02440cc7843e38820126fe3fd6857a0d89e47997,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-02-05,2019-02-05
024e99ccc271cdd18561ba7e5ae91317d3a88e1e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,65.82,paid,2019-01-27,2019-01-27
024f0e12dacddcc4c5942d22aba3b930c18b72bd,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-17,""
024f51ef3216663de8f59699e60642a0533360cf,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-14,""
02528f889f513222959a597b4f6880f7c5231d40,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-08,""
025d202bc0c64e0fc4916261ab34c5b5fff252e3,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,185.89,pending_payment,2019-03-02,""
0260e45af3c18b0f28af148120e9506f5cfc6a87,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,59.66,paid,2019-03-01,2019-03-02
0268c0d346c4fd9b9a2e5942ad5997115181704f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-31,""
026c5bebb268bc833c6d1e6f8e30f3fa746fb6b1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,215.85,paid,2019-05-08,2019-05-08
0282f9637da57ea30f376a5fde2d268e1f87d968,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,99.72,paid,2019-03-16,2019-03-16
02940cefcb37ab4bb1708441a6320d581845c7d4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,201.54,paid,2019-01-23,2019-01-23
0296319cc952ed1c01e67be7b64b927a73b17b73,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,81.2,paid,2019-03-14,2019-03-14
02affd64bee4089f3ea2eaedae91359fbe917d9d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,26.94,pending_payment,2019-03-31,""
02b686f0f57f449af4db6106790a7989d4b990ce,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,33.0,paid,2019-02-25,2019-02-25
02c0163ccc5f45bfe10fb8cf250c71b06d66a219,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,149.99,paid,2019-04-08,2019-04-08
02c40cc5cecc69fc4db5d316b5f64cce55422f8e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-01-15,""
02f94231c7880b0280075d5f6fa81e6dbb165374,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,25.4,paid,2019-03-09,2019-03-09
02f9782da1d493ef3f7f6c499bb3502a8023ee95,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,155.51,voided,2019-05-18,""
0318ca556061d513039a0141d27367c97ad09ba9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,90.52,paid,2019-04-24,2019-04-24
031a68af8550f737842af182913cff24212aa0d9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,93.22,paid,2019-04-24,2019-04-24
0321378ccabc8d5c5bd1d606653a201b1a686d02,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,262.94,paid,2019-02-21,2019-02-21
032cc745f22ca84c34e698ffcf8eacbdff9293f2,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.98,paid,2019-01-29,2019-01-29
0339166baf8d8617ea5b212b4685e4948859e9c1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,104.72,paid,2019-02-04,2019-02-04
034380c9e50e6512d05ea62da43f2da0aa9dc9ad,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-10,""
0343f6be06462697b37a70d6930947960001549e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,105.38,paid,2019-02-13,2019-02-13
0349a3c2ea9e8b03cd437bf5daf2543198498f6d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-01-05,""
0349cbb3c3f448382404b37b2123f7f7e6d7cfc5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,67.45,paid,2019-03-24,2019-03-24
0352aa139705f527c64702dfaf47bbc444eb577f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,86.57,pending_payment,2019-01-20,""
0363c7cfb617e8999e4ea0575c7ad980541b7e9a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-27,""
038a3ca21af2c1b7edcb0a51d44db150a005bca6,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,173.49,paid,2019-01-08,2019-01-08
038edeb965459b54d8775682517b7dbd25550a49,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,94.26,paid,2019-02-23,2019-02-23
03a389e36eb1d44986d6025009b2c56a387315f9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.09,paid,2019-05-17,2019-05-17
03a95d46ec32a76cd3a5f51cd747aa5db89a537a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,59.04,pending_payment,2019-04-17,""
03ada1312444fb2a80816f660a7455ce9295380e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,63.7,voided,2019-03-25,""
03c0719caffee967480dee73448376f1c94faa73,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,215.9,paid,2019-02-20,2019-02-20
03ca48019ce14319ced244e8b8529c67bbc5cdc7,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,123.17,voided,2019-03-15,""
03cdefc136353fa2462775de9fa57a2e447ba88e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,59.08,paid,2019-01-21,2019-01-21
03ef451320dc66388e7aecc6a681bfe2b1e6d49b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,26.83,paid,2019-04-25,2019-04-25
03ff7e5a465a1b8b59afd9311f6318d91f9d5cfc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,35.37,voided,2019-05-11,""
0411206402ac3ac905c97fbd47168928e8b1c313,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,35.37,paid,2019-04-24,2019-04-24
04158e8e4ae7fc65eeab899c3d3ad2f197f292a5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,21.42,paid,2019-02-03,2019-02-03
04343460f0f3f3dc7adde9104649fe129af836f7,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,78.59,voided,2019-01-11,""
044e5e1b7d44862c0366d371a939ce0f3b3d0ded,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,111.36,paid,2019-04-24,2019-04-24
044facd9638e0c040eec8d6922f8db43281d4291,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,93.21,paid,2019-03-30,2019-03-30
045890e8ffcf781ddc1a83dd5ca360425d998fa9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-15,""
04591625238a3d6653a7b19775b7cb8feca3e452,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,108.87,paid,2019-01-03,2019-01-03
048aaedf37538156b96be822640a48138c4dd2b8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-08,""
048cb7d46ce724635eeebb66477f5890aa7b71fa,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,111.78,paid,2019-02-15,2019-02-15
0491d024bfaa5db4132edc9be06a79330a69f62c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,81.86,pending_payment,2019-01-10,""
049a20c49db936bc5efa066339e5377ff3a8f610,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,109.04,paid,2019-04-02,2019-04-02
049c7dd51031fb2c239ae2857cde1ff0b1ba93d7,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,85.22,paid,2019-03-04,2019-03-04
04adbec47be1025b3cfe1b48293f3b2e327c61cc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,38.21,voided,2019-02-20,""
04af47bf619e3cb025e727efeba9ec37a17239bb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-01-11,""
04b03c28b4935126a2a0d6e6965084f97c3000bc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,126.34,paid,2019-04-03,2019-04-03
04b389a4eb36ab626fdb1226962a77a73e1a3557,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,69.58,pending_payment,2019-03-27,""
04c75516459b608f7a9915e74d74f80365f92531,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-23,""
04ee59b618a20fe734c1010ecd0b3dd445bf6d82,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,100.1,paid,2019-03-02,2019-03-03
04f28a777e000cb64fb036911c5775ae413350a6,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-01-31,""
04f648a9afb938f3a9ff8652dbc89fa944a853ff,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-26,""
04fd7ea608302519a047882a4e15d41a7fa3b51a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,246.79,paid,2019-01-11,2019-01-11
05040a03e37dae385e5235bafc84a0e5df28667e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,42.2,paid,2019-01-02,2019-01-02
0508bf8cb0bd604535af3c9d17b99051a7567ed5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,58.14,paid,2019-02-20,2019-02-20
0509a5aa5abd54cc211b12e9964a9568c8554283,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,164.38,paid,2019-01-21,2019-01-21
051231134eb17c5d8b091c0daae4b57f405f1dee,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,30.24,paid,2019-04-18,2019-04-18
0518b6a21e5269da5db8cfd8a085a46f216b92e8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,31.22,paid,2019-03-02,2019-03-02
05370b6b857f9d5753802a260c2f39c0a648b91c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-25,""
053bc405ce90ab56f85906daace4e7404a9233d3,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,97.32,paid,2019-03-25,2019-03-25
0548d65714b9820ffd1cb859108a1e3b79021bd1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,916.64,paid,2019-05-13,2019-05-13
054d09607470d340b3fe22bfb2879279f6c2474b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,126.79,voided,2019-04-17,""
055da835eb853c4c35f3dd85783220d24ba43b53,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,130.36,paid,2019-02-15,2019-02-15
056788884364ac1241f9bceb27f5c631d7d2f293,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,104.82,paid,2019-04-11,2019-04-11
05866cacd5de58f7ccc52752a2367797476d448c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,42.17,paid,2019-02-19,2019-02-19
058c65f27f71e315c2f13234558fb2a3ecaab075,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,199.69,paid,2019-02-06,2019-02-06
059b274890d9957a2c41592a6cbaf0a953493cdf,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,118.79,paid,2019-01-12,2019-01-12
05a0ab953e44d7aeaf4b9c763a924829bcdfb93d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,56.82,paid,2019-04-09,2019-04-09
05a7ac3d486f0142022e11152dc2a3c207298768,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-22,""
05aaeeb2b7bb88be9ac88f534141d989f55394fc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,51.3,pending_payment,2019-05-13,""
05b02433f22bfe495a2ef82c46d3a6e925ef2628,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,78.76,paid,2019-02-27,2019-02-27
05b2fb36e5f9ca2ce95996d7b7035dacc99646c9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,28.67,pending_payment,2019-03-30,""
05b571a8557ff930f2c86efc415f1a6939cbf479,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-12,""
05c57958cd44703cda84726f1d21eeacd6f2cbf2,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-01,""
05c87822b100effeea41295024a833df9b588479,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,98.78,paid,2019-01-10,2019-01-10
05d064819ad8342ea2efd8d7548ba3817c441c17,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,43.71,paid,2019-02-23,2019-02-23
05d8e3ee15e07443701aeba0cc067196381e7250,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.8,paid,2019-02-01,2019-02-01
05d917a21e4fa4dd17969fac8e2193d7c6a53bd0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,130.79,paid,2019-02-11,2019-02-11
05e0b5ad2dc416bc7147aed33d8193d13f7db1f4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,403.96,paid,2019-04-25,2019-04-25
05eaa999290ccb13e4994bc810498191b05b75e3,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-05-05,""
05eaece4af1559f17f567bf0639813dc911f297d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,58.04,paid,2019-03-24,2019-03-24
05f7d124a722d84b468bae3d08d0f6742de3b3ca,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.37,paid,2019-05-11,2019-05-11
05f8ea7610709b0628f111463d040c6b7d37de11,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,146.86,paid,2019-05-03,2019-05-03
05fba79f18e29947667ef8cfa43ea1169b0a96a5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-09,""
05fc6f5ac66b6ee7e4253aa5d0c2299eb47aaaf4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-05-06,""
0608f6d8e4d67c3064acecb94304769e016e2f27,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,36.43,paid,2019-01-26,2019-01-26
060ef6c59f5bdbfe398499beb7029649d6f5b599,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-11,""
061b33140b02d096f9babb80b937bfad2df9b9f4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,31.1,paid,2019-03-05,2019-03-06
063f14e5cf9304d4083f0d5c8dbdb5cac9e4f175,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.6,paid,2019-03-21,2019-03-21
063fa39c0a3b56c1633a44c1deeebee4fd598599,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-11,""
0643364a7fe0189187f6da3a19734e8c7dc0b2ac,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,57.37,pending_payment,2019-02-13,""
0650e2328962acd2793de50ec3e73c3ff2d737e6,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,42.2,paid,2019-01-03,2019-01-03
0651d15f9a644d0557e33e8b501d098f83f57c1b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.9,pending_payment,2019-04-21,""
065208d3f6f720133278327b324b26c1b29cf88b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,62.3,voided,2019-04-10,""
06833e8f1cc18121cafdc98a6dc3f990ddb73674,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,157.27,paid,2019-04-10,2019-04-10
068f81e6728d0dc228d5ee88a248936af5a89922,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,31.21,voided,2019-04-08,""
06b33ccec5dbb11fff4e3c3790cd764fa24a9614,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,68.71,voided,2019-02-14,""
06c84f96f9201d06f676e8232065056cb20a9d9c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,39.12,voided,2019-03-31,""
06c8f9676a48b8b2005426d3f64068b150050370,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-16,""
06cf1c3920f436074d481cf4df8f0d899396719c,Muebles chidos,8f642dc67fccf861548dfe1c761ce22f795e91f0,2548.0,pending_payment,2019-03-13,""
06d1484cbb43c076b791197bc761d9eec574d686,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-12,""
06dc2f6f65b181f18f387d3b1321661f5fd53e7b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,256.09,paid,2019-04-03,2019-04-03
06ea706a97518bdce2fb973156e1edd5285eacf1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,67.55,paid,2019-03-18,2019-03-18
0713c4a3822a5d87e43b702f9b9db8208cf8eaf2,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.6,paid,2019-02-06,2019-02-06
0721dfedacebe920239e1b20265b91cb925d52da,Muebles chidos,8f642dc67fccf861548dfe1c761ce22f795e91f0,7313.1,pending_payment,2019-04-02,""
073e6c202d62ed008a5ec495a55afb54a36376ba,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,27.87,paid,2019-02-23,2019-02-23
0750eeaa6a913f0d0c413ec507b04ddc9ab488b0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,186.22,paid,2019-02-11,2019-02-11
075c275d3ee9199d49d7de2d4734a4cd103493ba,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-03,""
0769ab9259701e7806e50a88f14a4a9132c0c05a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,67.11,paid,2019-01-07,2019-01-07
0775320accfadc3722cb39b1988db313a6a7b15e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,109.28,paid,2019-04-12,2019-04-12
077e7943535857ca894dd406a9a2da74184391c3,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,43.81,paid,2019-01-17,2019-01-17
